element,id,geometry,leisure,name,seamark:harbour:category,seamark:type,source,wheelchair,check_date,sport,addr:city,addr:housenumber,addr:postcode,addr:street,phone,source:date,surface,natural,leaf_cycle,leaf_type,covered,fee,indoor,fixme,alt_name,highway,lit,landuse,loc_ref,access,shade,name:etymology:wikidata,wikidata,website,layer,check_date:opening_hours,dog,opening_hours,wetland,note,operator,operator:wikidata,wikipedia,construction,bicycle,tracktype,hoops,water,landcover,garden:type,genus,species,charge,email,official_name,old_name,tourism,wikimedia_commons,description,start_date,source:name,barrier,level,levels,access:conditional,foot:conditional,seasonal,vehicle,foot,residential,disused:highway,heritage,heritage:operator,ref:rce,horse,trail_visibility,bridge,motor_vehicle,check_date:surface,intermittent,ele,area,canoe,barrier:material,historic,ref:heritage,service,maxweight:signed,opening_date,usage,informal,building:levels,building:part,type,name:en,name:nl
way,1062930964,"POLYGON ((4.3756187 51.9909265, 4.3758756 51.9909428, 4.3759501 51.9909528, 4.3762637 51.9910378, 4.3761929 51.9911383, 4.375803 51.9910299, 4.375744 51.9911434, 4.3794094 51.9920947, 4.379463 51.9920054, 4.3764057 51.9911911, 4.3764696 51.9910915, 4.3776661 51.9914086, 4.3782271 51.9915573, 4.378206 51.9915905, 4.3789105 51.9917738, 4.3788625 51.9918363, 4.3791872 51.9919219, 4.3795493 51.9920159, 4.3793987 51.9922542, 4.3771968 51.9917084, 4.3770244 51.9916687, 4.3766234 51.9915745, 4.3763926 51.9915121, 4.3757955 51.9913719, 4.3754944 51.9912954, 4.3754551 51.9912847, 4.3754822 51.9912333, 4.3754981 51.9912097, 4.3755126 51.9911883, 4.3755265 51.9911677, 4.3755404 51.9911471, 4.3755528 51.9911288, 4.3755669 51.9911079, 4.3755799 51.9910887, 4.3755939 51.9910681, 4.3756072 51.9910484, 4.3756206 51.9910286, 4.3756335 51.9910094, 4.3756499 51.9909852, 4.3755855 51.9909687, 4.3756187 51.9909265))",,,,,3dShapes,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062930965,"POLYGON ((4.3754207 51.9912753, 4.3753743 51.9912626, 4.3752861 51.9912386, 4.3744289 51.9910312, 4.3743057 51.9910029, 4.3742884 51.9910367, 4.3742953 51.9910548, 4.374408 51.991144, 4.3747059 51.9911976, 4.3748824 51.9912429, 4.375381 51.99133, 4.3754207 51.9912753))",,,,,3dShapes,,,,,,,,,,,,,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062930966,"POLYGON ((4.3754551 51.9912847, 4.3754314 51.991341, 4.3764246 51.9915646, 4.3770019 51.9917061, 4.3770244 51.9916687, 4.3766234 51.9915745, 4.3763926 51.9915121, 4.3757955 51.9913719, 4.3754944 51.9912954, 4.3754551 51.9912847))",,,,,3dShapes,,,,,,,,,,,,,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062930967,"POLYGON ((4.3818994 51.9936082, 4.381582 51.993531, 4.3818145 51.9931686, 4.3821319 51.9932458, 4.3818994 51.9936082))",pitch,,,,,,,korfball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062930968,"POLYGON ((4.381436 51.9930754, 4.381205 51.9934385, 4.3808841 51.9933611, 4.3811151 51.992998, 4.381436 51.9930754))",pitch,,,,,,,korfball,,,,,,,artificial_turf,,,,,,,,,,,,,,,,,,,,,,,,Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062930969,"POLYGON ((4.381436 51.9930754, 4.3817569 51.9931528, 4.3815258 51.9935159, 4.381205 51.9934385, 4.381436 51.9930754))",pitch,,,,,,,korfball,,,,,,,artificial_turf,,,,,,,,,,,,,,,,,,,,,,,,Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062980998,"POLYGON ((4.3262579 51.9916375, 4.3262627 51.9916272, 4.3262692 51.9916131, 4.3275195 51.9918191, 4.3274983 51.9918426, 4.3262579 51.9916375))",,,,,survey,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062980999,"POLYGON ((4.3276287 51.9918653, 4.3276457 51.9918383, 4.3294739 51.9921394, 4.3294681 51.9921639, 4.3276287 51.9918653))",,,,,survey,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062981000,"POLYGON ((4.3295504 51.9921751, 4.3297149 51.9922062, 4.3297551 51.9922089, 4.3297628 51.9921991, 4.329722 51.9921822, 4.3295561 51.9921543, 4.3295504 51.9921751))",,,,,survey,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062981001,"POLYGON ((4.328242 51.9911497, 4.3282507 51.991133, 4.3294913 51.9913236, 4.3294891 51.9913417, 4.328242 51.9911497))",,,,,PDOK,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062981002,"POLYGON ((4.3303121 51.9909535, 4.3303279 51.9909233, 4.3302476 51.9909066, 4.330053 51.9908684, 4.3299456 51.9908285, 4.3291814 51.9903574, 4.3291357 51.990291, 4.3291323 51.9902861, 4.3291273 51.9902236, 4.3291523 51.9901621, 4.3292023 51.9900519, 4.3291402 51.9900065, 4.3290799 51.990158, 4.3290557 51.990242, 4.3290799 51.990323, 4.329164 51.9903943, 4.3295261 51.9906229, 4.329904 51.9908561, 4.3300405 51.9909089, 4.3303121 51.9909535))",,,,,PDOK,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062981003,"POLYGON ((4.3304774 51.9909843, 4.3304959 51.9909396, 4.3308137 51.9909917, 4.3310871 51.9910365, 4.3313705 51.9910829, 4.3315162 51.9911068, 4.3315669 51.9911038, 4.3316122 51.9910868, 4.3316558 51.9910263, 4.3316856 51.9909381, 4.3317169 51.990933, 4.3317373 51.9909404, 4.3317379 51.9909675, 4.3316767 51.9911125, 4.3316569 51.9911313, 4.3316237 51.9911474, 4.3315816 51.9911592, 4.3315402 51.9911569, 4.3304774 51.9909843))",,,,,PDOK,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062981004,"POLYGON ((4.331759 51.9907507, 4.3318189 51.9907605, 4.332039 51.9902597, 4.3321187 51.9901721, 4.3322272 51.9900601, 4.3322782 51.9899863, 4.3323426 51.9896975, 4.332372 51.9894619, 4.3322251 51.989292, 4.3322079 51.98933, 4.3323229 51.9894748, 4.3322916 51.9896928, 4.3322297 51.9899776, 4.3321857 51.9900428, 4.332045 51.9901643, 4.3319631 51.9902777, 4.3319306 51.9903414, 4.3318916 51.9904344, 4.331759 51.9907507))",,,,,PDOK,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062981005,"POLYGON ((4.3271905 51.9896017, 4.3272141 51.9895786, 4.3271717 51.9895606, 4.3279987 51.9887154, 4.3279478 51.9886958, 4.3271025 51.9895661, 4.3271905 51.9896017))",,,,,PDOK,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062981006,"POLYGON ((4.3282267 51.9886213, 4.328248 51.9886171, 4.3282501 51.9886021, 4.3281572 51.9885602, 4.3281353 51.9885353, 4.3288529 51.9878111, 4.3290264 51.9876327, 4.3290405 51.9875985, 4.3291291 51.987508, 4.3290866 51.9874929, 4.3289943 51.9875992, 4.3288153 51.9877829, 4.3286249 51.9879722, 4.3280871 51.9885006, 4.3280525 51.9885413, 4.3282267 51.9886213))",,,,,PDOK,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062981007,"POLYGON ((4.3291528 51.9874889, 4.3291075 51.9874694, 4.3297791 51.9867703, 4.3287945 51.9864109, 4.3288254 51.9863677, 4.3298523 51.9867402, 4.3291528 51.9874889))",,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1062981008,"POLYGON ((4.3281673 51.9861733, 4.3281204 51.9861553, 4.3265666 51.9874885, 4.3262554 51.9878094, 4.3262736 51.9878288, 4.3263022 51.9878333, 4.3266138 51.987529, 4.3269315 51.9872265, 4.3272692 51.9869457, 4.3275876 51.986675, 4.3279083 51.9864005, 4.3281673 51.9861733))",,,,,PDOK,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1063176961,"POLYGON ((4.3402452 51.9933338, 4.3401491 51.9932306, 4.3400665 51.9931114, 4.3402084 51.9931315, 4.3402828 51.9933411, 4.3402452 51.9933338))",,,,,PDOK,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1063176962,"POLYGON ((4.3401674 51.9933187, 4.340209 51.9933267, 4.3401297 51.9932345, 4.3400374 51.993107, 4.3399392 51.9930949, 4.3398734 51.9931958, 4.3398191 51.9932196, 4.3398023 51.9932231, 4.3400085 51.9932596, 4.3401674 51.9933187))",,,,,PDOK,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1063176963,"POLYGON ((4.3396219 51.9931975, 4.3396001 51.993155, 4.339827 51.9931878, 4.3398669 51.9930848, 4.3399198 51.9930917, 4.3398557 51.9931893, 4.3398157 51.9932083, 4.3397479 51.9932162, 4.3396219 51.9931975))",,,,,PDOK,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064339215,"POLYGON ((4.3646934 51.9917265, 4.3647061 51.9917529, 4.3647534 51.9917653, 4.3649197 51.9914707, 4.3649063 51.9914348, 4.364864 51.9914265, 4.3647158 51.9917077, 4.3646934 51.9917265))",,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064340781,"POLYGON ((4.3819835 52.0012059, 4.382025 52.0011745, 4.3820557 52.0011401, 4.3820655 52.0011009, 4.3820518 52.00106, 4.3820307 52.0010342, 4.3820065 52.0010254, 4.3819774 52.0010204, 4.381955 52.0010167, 4.3819275 52.0010276, 4.3819049 52.0010329, 4.3817893 52.0010775, 4.3817157 52.0011164, 4.3816761 52.0011379, 4.3816541 52.0011492, 4.3816383 52.0011613, 4.3816301 52.0011698, 4.3816298 52.0011789, 4.3816317 52.0011927, 4.3816358 52.0012058, 4.3816478 52.0012136, 4.3816699 52.0012252, 4.3817141 52.0012356, 4.3817662 52.001237, 4.3818667 52.0012334, 4.3819434 52.0012249, 4.3819835 52.0012059))",,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1070272339,"POLYGON ((4.3821268 52.0008562, 4.3821519 52.0009667, 4.3821722 52.0010577, 4.3821969 52.0011335, 4.3821951 52.0011632, 4.3821722 52.0012011, 4.3821534 52.0012203, 4.3821269 52.0012388, 4.3821024 52.0012511, 4.3820788 52.0012621, 4.3820402 52.0012679, 4.3820024 52.0012743, 4.3819581 52.0012801, 4.3819029 52.0012839, 4.3818555 52.0012891, 4.3817949 52.0012949, 4.3816891 52.001307, 4.3816214 52.0013179, 4.3814464 52.0013564, 4.3812945 52.0013995, 4.3812648 52.0014137, 4.3812353 52.0014298, 4.3811556 52.001444, 4.3811208 52.0014592, 4.3812954 52.0014775, 4.3813747 52.0014911, 4.3817458 52.0016193, 4.3819678 52.0014604, 4.3824131 52.0014553, 4.3826337 52.0011389, 4.3824627 52.0011001, 4.3823981 52.0010199, 4.3824489 52.0008316, 4.3821268 52.0008562))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1070275800,"POLYGON ((4.3776934 52.0016809, 4.378105 52.0017882, 4.3778687 52.0021236, 4.3774891 52.0020173, 4.3773808 52.002177, 4.3780232 52.0021542, 4.3780199 52.0021374, 4.3781852 52.0019023, 4.3783007 52.0018736, 4.378333 52.0018295, 4.3784021 52.0018482, 4.3784262 52.0018142, 4.3785387 52.0018435, 4.3785702 52.0017951, 4.3779501 52.0016324, 4.377916 52.0016094, 4.3779023 52.0015984, 4.3778879 52.0015822, 4.377872 52.0015589, 4.3778619 52.0015265, 4.3778685 52.0015028, 4.3776801 52.0014575, 4.3772139 52.0021281, 4.3772203 52.0021365, 4.3773483 52.0021712, 4.3776934 52.0016809))",,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1070275801,"POLYGON ((4.3801634 52.0021032, 4.3801627 52.0020977, 4.3801646 52.0020906, 4.3801722 52.0020791, 4.3801825 52.0020693, 4.3801971 52.0020595, 4.3802127 52.0020537, 4.3802257 52.0020494, 4.3802468 52.0020292, 4.3802716 52.0020108, 4.3802938 52.0019971, 4.3803084 52.0019893, 4.3803296 52.0019833, 4.3803457 52.001982, 4.3803671 52.0019851, 4.3803855 52.0019909, 4.3803992 52.0019987, 4.3804072 52.0020064, 4.3804294 52.0020398, 4.3804541 52.0020762, 4.3804803 52.0021516, 4.3804796 52.0021642, 4.3804421 52.0021786, 4.3801634 52.0021032))",,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1070395913,"POLYGON ((4.3944117 51.9816776, 4.3944203 51.9816796, 4.3944302 51.9816789, 4.3944383 51.9816771, 4.3944388 51.9816683, 4.3944273 51.9816564, 4.3943201 51.9815768, 4.3943053 51.981575, 4.3942935 51.9815773, 4.3942877 51.9815836, 4.3942861 51.9815907, 4.3942882 51.9815982, 4.3943185 51.9816161, 4.3943943 51.981668, 4.3944117 51.9816776))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1070395915,"POLYGON ((4.3937478 51.9843258, 4.3937432 51.9843401, 4.3937458 51.9843487, 4.3937569 51.9843551, 4.3937693 51.984358, 4.3937821 51.9843578, 4.3937908 51.9843528, 4.3938016 51.9843352, 4.3941165 51.9836288, 4.3943373 51.9830152, 4.3943167 51.9830139, 4.3941603 51.9834072, 4.3939493 51.9839044, 4.3939234 51.9838995, 4.3937478 51.9843258))",,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1070395921,"POLYGON ((4.3940351 51.9826346, 4.3940583 51.9826226, 4.3938481 51.9824749, 4.3938368 51.9824995, 4.3940351 51.9826346))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071649264,"POLYGON ((4.3806599 52.0014218, 4.3806673 52.0014061, 4.379812 52.0012927, 4.3798013 52.0013347, 4.3806599 52.0014218))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071649265,"POLYGON ((4.3800929 52.0019716, 4.3801224 52.0019298, 4.3801598 52.0019398, 4.3802249 52.0018477, 4.3802463 52.0018171, 4.3802728 52.0018242, 4.380267 52.0018325, 4.3803026 52.001842, 4.3803157 52.0018234, 4.3803338 52.0018282, 4.3804425 52.001674, 4.3795964 52.0014479, 4.3796359 52.0013919, 4.3796562 52.0013899, 4.3796758 52.0013904, 4.3808159 52.0015033, 4.3807777 52.0015205, 4.3807389 52.0015477, 4.3807031 52.0015742, 4.3806086 52.0016462, 4.3805437 52.0017053, 4.3805023 52.0017446, 4.380463 52.0017837, 4.3804389 52.0018105, 4.3804203 52.001837, 4.3804041 52.0018667, 4.3803907 52.001881, 4.380375 52.0018935, 4.3803574 52.0019035, 4.380335 52.0019129, 4.3802489 52.0019274, 4.380248 52.0019534, 4.3802372 52.0019738, 4.3802046 52.0019996, 4.3800929 52.0019716))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071649270,"POLYGON ((4.3783024 52.0011231, 4.3784408 52.0011512, 4.3782257 52.0014706, 4.3792793 52.0017551, 4.3793103 52.0017635, 4.3793388 52.0017711, 4.3800929 52.0019716, 4.3802046 52.0019996, 4.3801771 52.0020214, 4.380156 52.0020394, 4.3800547 52.0020649, 4.3800484 52.0020734, 4.3780682 52.00155, 4.3780498 52.0015342, 4.3780395 52.0015194, 4.378039 52.0014999, 4.3783024 52.0011231))",,,,,,,,,,,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656766,"POLYGON ((4.3781329 51.9900088, 4.3785871 51.9893591, 4.378587 51.9893546, 4.378585 51.9893516, 4.3785804 51.9893487, 4.3785749 51.9893479, 4.3785672 51.989348, 4.37727 51.9897699, 4.3772648 51.9897733, 4.3772626 51.9897773, 4.3772633 51.9897806, 4.3772682 51.9897856, 4.378118 51.9900114, 4.3781268 51.9900112, 4.3781329 51.9900088))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656767,"POLYGON ((4.3755835 51.9894973, 4.3754566 51.9894636, 4.3753892 51.9896151, 4.3755683 51.9896626, 4.3755748 51.9896625, 4.3755803 51.9896612, 4.375585 51.9896584, 4.3755874 51.9896539, 4.3756003 51.9895117, 4.375598 51.9895061, 4.3755937 51.9895025, 4.3755895 51.9894999, 4.3755835 51.9894973))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656768,"POLYGON ((4.3755986 51.9892596, 4.3756058 51.9892574, 4.3756123 51.9892569, 4.3756183 51.9892584, 4.3756234 51.9892619, 4.3756244 51.9892662, 4.3756221 51.9892664, 4.3756041 51.9894678, 4.3756018 51.9894711, 4.3755964 51.9894737, 4.3755871 51.9894752, 4.3754697 51.989444, 4.3755986 51.9892596))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656769,"POLYGON ((4.3786575 51.9893194, 4.3786483 51.9893249, 4.3781673 51.990015, 4.3781663 51.9900195, 4.378169 51.9900234, 4.3781746 51.9900264, 4.3790629 51.9902624, 4.3790763 51.990264, 4.379093 51.990264, 4.3792543 51.990254, 4.3783389 51.9900076, 4.3787695 51.9893929, 4.3796472 51.9896274, 4.3796842 51.9895759, 4.3797149 51.9895838, 4.3797059 51.98956, 4.3797017 51.9895567, 4.3796967 51.9895544, 4.3787301 51.9892976, 4.3787224 51.9892979, 4.3786575 51.9893194))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656770,"POLYGON ((4.380763 51.9902197, 4.3810326 51.9896223, 4.3810392 51.9896174, 4.3810458 51.9896146, 4.3810538 51.9896132, 4.3810624 51.9896135, 4.3811469 51.9896354, 4.3811677 51.9896479, 4.3811757 51.9896633, 4.3811719 51.9896775, 4.3811521 51.9897065, 4.3807908 51.990227, 4.3807859 51.9902303, 4.38078 51.9902315, 4.3807732 51.9902313, 4.3807666 51.9902287, 4.3807628 51.9902247, 4.380763 51.9902197))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656771,"POLYGON ((4.3809868 51.9895931, 4.3809953 51.9895978, 4.3810006 51.9896038, 4.3810018 51.989609, 4.3810005 51.9896133, 4.3809682 51.9896833, 4.3809635 51.9896864, 4.3809583 51.9896872, 4.3809519 51.9896864, 4.3808993 51.9896723, 4.3809595 51.9895857, 4.3809868 51.9895931))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656772,"POLYGON ((4.3787684 51.9902663, 4.3787774 51.9902699, 4.3787812 51.9902746, 4.3787794 51.9902798, 4.3787741 51.9902835, 4.3787663 51.9902854, 4.3782111 51.990323, 4.3780968 51.9903302, 4.3780843 51.9903296, 4.3780718 51.9903276, 4.377981 51.9903034, 4.3779758 51.9902998, 4.3779734 51.9902967, 4.3779743 51.9902917, 4.3781111 51.9900956, 4.3781142 51.9900946, 4.3781184 51.9900946, 4.3787684 51.9902663))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656777,"POLYGON ((4.3771806 51.9898387, 4.3770279 51.989889, 4.3767833 51.9899683, 4.3767773 51.9899718, 4.3767752 51.9899767, 4.3767767 51.9899816, 4.3767829 51.9899854, 4.3769599 51.9900312, 4.3779231 51.9902885, 4.377933 51.9902883, 4.3779386 51.9902864, 4.377943 51.9902825, 4.3780785 51.9900887, 4.378078 51.9900851, 4.3780748 51.9900812, 4.3777531 51.9899963, 4.3777647 51.9899796, 4.3772349 51.9898394, 4.3772078 51.9898353, 4.3771806 51.9898387))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656779,"POLYGON ((4.3801467 51.9909259, 4.3801479 51.9909222, 4.3801531 51.9909181, 4.3801588 51.9909165, 4.3801691 51.9909172, 4.3802801 51.9909472, 4.3802839 51.99095, 4.380286 51.9909547, 4.3802855 51.9909591, 4.3802176 51.9910563, 4.3802114 51.9910595, 4.3802042 51.9910597, 4.3801977 51.9910583, 4.3801925 51.9910555, 4.3801907 51.9910513, 4.3801467 51.9909259))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656780,"POLYGON ((4.3802971 51.990919, 4.3803036 51.990919, 4.3803116 51.990917, 4.3803156 51.9909139, 4.3804489 51.9907192, 4.3804496 51.9907157, 4.3804495 51.9907079, 4.380447 51.9907004, 4.3804413 51.9906931, 4.3804324 51.9906881, 4.3804231 51.9906851, 4.3802405 51.9906369, 4.3802291 51.9906532, 4.3800578 51.9906081, 4.3800533 51.9906081, 4.3800459 51.99061, 4.380042 51.9906127, 4.3800398 51.9906158, 4.3800399 51.9906195, 4.3801212 51.9908553, 4.3801275 51.9908646, 4.3801344 51.9908707, 4.3801505 51.9908793, 4.3802971 51.990919))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656781,"POLYGON ((4.3800516 51.9908518, 4.3800603 51.9908507, 4.3800646 51.9908469, 4.3800655 51.9908412, 4.3799856 51.9906064, 4.3799778 51.9905965, 4.3799686 51.9905886, 4.3799574 51.9905825, 4.3799462 51.9905783, 4.3789197 51.9903075, 4.3785615 51.9903294, 4.3783708 51.9903427, 4.3782356 51.9903514, 4.3782268 51.9903542, 4.3782244 51.990357, 4.3782233 51.9903602, 4.3782249 51.9903654, 4.3782305 51.990369, 4.380045 51.9908517, 4.3800516 51.9908518))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656789,"POLYGON ((4.3805567 51.9909307, 4.3805831 51.9909375, 4.3805887 51.9909407, 4.3805912 51.9909445, 4.3805907 51.9909498, 4.3803168 51.9913451, 4.3803 51.9913407, 4.3802952 51.9913383, 4.3802921 51.9913346, 4.380284 51.9913248, 4.3805567 51.9909307))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1071656790,"POLYGON ((4.3802483 51.9912174, 4.3802321 51.991172, 4.3805348 51.9907301, 4.3805461 51.9907242, 4.3805574 51.9907217, 4.3805713 51.9907226, 4.3805878 51.9907273, 4.3802483 51.9912174))",,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
