id,x,y,centroid,geometry,elevation
6608,-0.9705055293026958,-3.110258722430239,0,POINT (85619.25781 447563.25),0.0
6609,-0.9710551509946838,-3.1105142997208706,0,POINT (85532.30469 447528.2188),0.0
6610,-0.9680476590271464,-3.1125504585400106,0,POINT (85981.53125 447191.6563),0.0
6611,-0.9685397154371936,-3.1120860809903026,0,POINT (85909.04688 447266.9063),0.0
6612,-0.9706695559795462,-3.1116868675785976,0,POINT (85582.84375 447344.875),0.0
6614,-0.9725673364479902,-3.113047899927797,0,POINT (85278.89063 447150.3125),0.0
6615,-0.9695974569702508,-3.113513870452297,0,POINT (85734.46094 447055.5313),0.0
6617,-0.9651599540305495,-3.112704203999566,0,POINT (86426.8125 447145.5625),0.0
6618,-0.967043767112024,-3.113616373212194,0,POINT (86128.5 447019.9063),0.0
6620,-0.9707293417138,-3.1156843350808248,0,POINT (85542.65625 446730.5),0.0
6621,-0.9704209010016548,-3.1163840910676863,0,POINT (85584.92969 446620.4688),0.0
6623,-0.9693732161232446,-3.114976560069059,0,POINT (85757.8125 446828.8125),0.0
6626,-0.9722902265049602,-3.117313290954113,0,POINT (85288.70313 446492.0938),0.0
6627,-0.972613316918442,-3.116583613234922,0,POINT (85244.39844 446606.8438),0.0
6628,-0.9746740609819308,-3.117303138261012,0,POINT (84920.19531 446512.2188),0.0
6629,-0.974518037051374,-3.1175571187271176,0,POINT (84942.35156 446471.9375),0.0
6630,-0.9733647255903456,-3.1205619961549544,0,POINT (85097.39844 446000.75),0.0
6631,-0.9714516748001596,-3.11923443179264,0,POINT (85403.48438 446190.0625),0.0
6632,-0.9713716624462636,-3.1195316698664906,0,POINT (85413.55469 446143.7188),0.0
6633,-0.969608645470632,-3.11832976487897,0,POINT (85695.46094 446314.875),0.0
6634,-0.9679545388914031,-3.1142975384870875,0,POINT (85982.41406 446922.2188),0.0
6635,-0.96803349825398,-3.114093886232216,0,POINT (85971.78125 446954.1563),0.0
6637,-0.9702013923970764,-3.1168951284920188,0,POINT (85614.91406 446540.1563),0.0
6638,-0.968656827571342,-3.116137617176556,0,POINT (85859.59375 446644.6563),0.0
6640,-0.9700431340338882,-3.1173080844187178,0,POINT (85636.1875 446475.4063),0.0
6641,-0.9655986534449754,-3.117758919075423,0,POINT (86319.90625 446371.5),0.0
6642,-0.96574889590217,-3.117837211559966,0,POINT (86296.07031 446360.625),0.0
6644,-0.9641973797869005,-3.1208492984849023,0,POINT (86512.6875 445885.25),0.0
6645,-0.9651903534403908,-3.121368542622081,0,POINT (86355.13281 445813.0938),0.0
6646,-0.9638864543767888,-3.121935908589074,0,POINT (86552.36719 445715.6875),0.0
6647,-0.963693375682206,-3.124506149434614,0,POINT (86562.35938 445318.8125),0.0
